AUTHORS,JOURNAL,NUMB_REF,YEAR,ECONOMICS,FINANCE,BUSINESS,STATISTICS,DK,POLSCIENCE,COMMUNICATION,MEDIA,LAW,GENERAL.SCIENTIFIC,PSYCHOLOGY,MATHEMATICS,SOCIOLOGY,STATISTICAL.DATA,DEMOGRAPHY,HEALTH,MULTIDISC,NATURAL.SCIENCES,URBAN.STUDIES,PHILOSOPHY,OTHER,COMPUTER,AGRICULTURE,EDUCATION,HISTORY,ANTHROPOLOGY,PUBLIC.POL,NR
7813,QUARTERLY JOURNAL OF ECONOMICS,5,1963,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7814,QUARTERLY JOURNAL OF ECONOMICS,3,1963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
7815,QUARTERLY JOURNAL OF ECONOMICS,2,1963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
7816,QUARTERLY JOURNAL OF ECONOMICS,6,1963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,494
7817,REVIEW OF ECONOMIC STUDIES,8,1963,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
7818,REVIEW OF ECONOMIC STUDIES,3,1963,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
7819,REVIEW OF ECONOMIC STUDIES,2,1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
7820,REVIEW OF ECONOMIC STUDIES,2,1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
7821,REVIEW OF ECONOMIC STUDIES,2,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,498
7822,REVIEW OF ECONOMIC STUDIES,9,1963,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
7823,REVIEW OF ECONOMIC STUDIES,8,1963,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
7824,REVIEW OF ECONOMIC STUDIES,19,1963,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,481
7825,REVIEW OF ECONOMIC STUDIES,10,1963,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,490
7826,REVIEW OF ECONOMIC STUDIES,5,1963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7827,REVIEW OF ECONOMIC STUDIES,8,1963,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
7828,REVIEW OF ECONOMIC STUDIES,3,1963,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
7829,REVIEW OF ECONOMIC STUDIES,7,1963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,493
7830,REVIEW OF ECONOMIC STUDIES,4,1963,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
7831,REVIEW OF ECONOMIC STUDIES,3,1963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
7832,REVIEW OF ECONOMIC STUDIES,18,1963,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,482
7833,REVIEW OF ECONOMIC STUDIES,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7834,REVIEW OF ECONOMIC STUDIES,3,1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,497
7835,REVIEW OF ECONOMIC STUDIES,3,1963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
7836,REVIEW OF ECONOMIC STUDIES,1,1963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
7837,REVIEW OF ECONOMIC STUDIES,16,1963,7,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,484
7838,REVIEW OF ECONOMIC STUDIES,1,1963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
7839,REVIEW OF ECONOMIC STUDIES,6,1963,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,494
7840,REVIEW OF ECONOMIC STUDIES,3,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,497
7841,REVIEW OF ECONOMIC STUDIES,3,1963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,497
7842,REVIEW OF ECONOMIC STUDIES,10,1963,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,490
7843,REVIEW OF ECONOMIC STUDIES,1,1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
7844,REVIEW OF ECONOMIC STUDIES,4,1963,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
7845,REVIEW OF ECONOMIC STUDIES,3,1963,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
7846,REVIEW OF ECONOMIC STUDIES,22,1963,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,478
7847,AMERICAN ECONOMIC REVIEW,25,1964,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,475
7848,AMERICAN ECONOMIC REVIEW,69,1964,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,431
7849,AMERICAN ECONOMIC REVIEW,7,1964,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
7850,AMERICAN ECONOMIC REVIEW,6,1964,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
7851,AMERICAN ECONOMIC REVIEW,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7852,AMERICAN ECONOMIC REVIEW,5,1964,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7853,AMERICAN ECONOMIC REVIEW,8,1964,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,492
7854,AMERICAN ECONOMIC REVIEW,11,1964,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,489
7855,AMERICAN ECONOMIC REVIEW,8,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,492
7856,AMERICAN ECONOMIC REVIEW,25,1964,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,475
7857,AMERICAN ECONOMIC REVIEW,5,1964,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7858,AMERICAN ECONOMIC REVIEW,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7859,AMERICAN ECONOMIC REVIEW,3,1964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
7860,AMERICAN ECONOMIC REVIEW,17,1964,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,483
7861,AMERICAN ECONOMIC REVIEW,2,1964,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
7862,AMERICAN ECONOMIC REVIEW,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7863,AMERICAN ECONOMIC REVIEW,18,1964,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,482
7864,AMERICAN ECONOMIC REVIEW,5,1964,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7865,AMERICAN ECONOMIC REVIEW,11,1964,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,489
7866,AMERICAN ECONOMIC REVIEW,5,1964,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495
7867,AMERICAN ECONOMIC REVIEW,25,1964,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,475
7868,AMERICAN ECONOMIC REVIEW,1,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,499
7869,AMERICAN ECONOMIC REVIEW,1,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,499
7870,AMERICAN ECONOMIC REVIEW,11,1964,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,489
7871,AMERICAN ECONOMIC REVIEW,12,1964,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,488
7872,AMERICAN ECONOMIC REVIEW,5,1964,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,495
7873,AMERICAN ECONOMIC REVIEW,6,1964,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,494
7874,AMERICAN ECONOMIC REVIEW,12,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,488
7875,AMERICAN ECONOMIC REVIEW,15,1964,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,485
7876,AMERICAN ECONOMIC REVIEW,27,1964,19,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,473
7877,AMERICAN ECONOMIC REVIEW,20,1964,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,480
7878,AMERICAN ECONOMIC REVIEW,16,1964,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,484
7879,AMERICAN ECONOMIC REVIEW,18,1964,4,0,2,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,482
7880,AMERICAN ECONOMIC REVIEW,18,1964,10,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,482
7881,AMERICAN ECONOMIC REVIEW,11,1964,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,489
7882,AMERICAN ECONOMIC REVIEW,12,1964,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,488
7883,AMERICAN ECONOMIC REVIEW,1,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
7884,AMERICAN ECONOMIC REVIEW,8,1964,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,492
7885,AMERICAN ECONOMIC REVIEW,11,1964,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,489
7886,AMERICAN ECONOMIC REVIEW,52,1964,18,0,6,7,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,448
7887,AMERICAN ECONOMIC REVIEW,10,1964,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,490
7888,AMERICAN ECONOMIC REVIEW,36,1964,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,464
7889,AMERICAN ECONOMIC REVIEW,17,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,483
7890,AMERICAN ECONOMIC REVIEW,17,1964,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,483
7891,AMERICAN ECONOMIC REVIEW,12,1964,5,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,488
7892,AMERICAN ECONOMIC REVIEW,23,1964,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,477
7893,AMERICAN ECONOMIC REVIEW,3,1964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
7894,AMERICAN ECONOMIC REVIEW,11,1964,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,489
7895,AMERICAN ECONOMIC REVIEW,10,1964,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,490
7896,AMERICAN ECONOMIC REVIEW,11,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,489
7897,AMERICAN ECONOMIC REVIEW,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7898,AMERICAN ECONOMIC REVIEW,58,1964,14,1,2,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,444
7899,AMERICAN ECONOMIC REVIEW,24,1964,7,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,476
7900,AMERICAN ECONOMIC REVIEW,1,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
7901,AMERICAN ECONOMIC REVIEW,7,1964,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,493
7902,AMERICAN ECONOMIC REVIEW,8,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,492
7903,AMERICAN ECONOMIC REVIEW,3,1964,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
7904,AMERICAN ECONOMIC REVIEW,8,1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,492
7905,AMERICAN ECONOMIC REVIEW,9,1964,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,491
7906,AMERICAN ECONOMIC REVIEW,15,1964,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,485
7907,AMERICAN ECONOMIC REVIEW,5,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,495
7908,AMERICAN ECONOMIC REVIEW,7,1964,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,493
7909,AMERICAN ECONOMIC REVIEW,7,1964,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,493
7910,AMERICAN ECONOMIC REVIEW,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7911,AMERICAN ECONOMIC REVIEW,7,1964,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,493
7912,AMERICAN ECONOMIC REVIEW,13,1964,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,489
7913,AMERICAN ECONOMIC REVIEW,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7914,AMERICAN ECONOMIC REVIEW,2,1964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
7915,AMERICAN ECONOMIC REVIEW,5,1964,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7916,AMERICAN ECONOMIC REVIEW,14,1964,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,486
7917,ECONOMETRICA,10,1964,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,490
7918,ECONOMETRICA,23,1964,7,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,477
7919,ECONOMETRICA,4,1964,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
7920,ECONOMETRICA,10,1964,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
7921,ECONOMETRICA,7,1964,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
7922,ECONOMETRICA,12,1964,3,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,488
7923,ECONOMETRICA,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7924,ECONOMETRICA,12,1964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,488
7925,ECONOMETRICA,7,1964,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
7926,ECONOMETRICA,7,1964,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
7927,ECONOMETRICA,3,1964,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
7928,ECONOMETRICA,22,1964,2,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,478
7929,ECONOMETRICA,27,1964,3,0,0,9,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,473
7930,ECONOMETRICA,18,1964,6,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,482
7931,ECONOMETRICA,5,1964,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7932,ECONOMETRICA,24,1964,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,476
7933,ECONOMETRICA,9,1964,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,491
7934,ECONOMETRICA,2,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,498
7935,ECONOMETRICA,11,1964,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
7936,ECONOMETRICA,5,1964,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7937,ECONOMETRICA,3,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,497
7938,ECONOMETRICA,26,1964,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,474
7939,ECONOMETRICA,16,1964,9,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,484
7940,ECONOMETRICA,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
7941,ECONOMETRICA,31,1964,17,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,469
7942,ECONOMETRICA,17,1964,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,483
7943,ECONOMETRICA,8,1964,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,492
7944,ECONOMETRICA,24,1964,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,476
7945,ECONOMETRICA,11,1964,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
7946,ECONOMETRICA,4,1964,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
7947,ECONOMETRICA,6,1964,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,494
7948,ECONOMETRICA,7,1964,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
7949,ECONOMETRICA,7,1964,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
7950,JOURNAL OF POLITICAL ECONOMY,8,1964,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,492
7951,JOURNAL OF POLITICAL ECONOMY,12,1964,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,488
7952,JOURNAL OF POLITICAL ECONOMY,2,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
7953,JOURNAL OF POLITICAL ECONOMY,4,1964,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
7954,JOURNAL OF POLITICAL ECONOMY,5,1964,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
7955,JOURNAL OF POLITICAL ECONOMY,16,1964,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,484
7956,JOURNAL OF POLITICAL ECONOMY,8,1964,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,492
7957,JOURNAL OF POLITICAL ECONOMY,1,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,499
7958,JOURNAL OF POLITICAL ECONOMY,16,1964,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,484
7959,JOURNAL OF POLITICAL ECONOMY,15,1964,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,485
7960,JOURNAL OF POLITICAL ECONOMY,14,1964,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,486
7961,JOURNAL OF POLITICAL ECONOMY,25,1964,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,475
7962,JOURNAL OF POLITICAL ECONOMY,4,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496
7963,JOURNAL OF POLITICAL ECONOMY,10,1964,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
7964,JOURNAL OF POLITICAL ECONOMY,7,1964,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
7965,JOURNAL OF POLITICAL ECONOMY,21,1964,8,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,479
7966,JOURNAL OF POLITICAL ECONOMY,14,1964,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,486
7967,JOURNAL OF POLITICAL ECONOMY,17,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,483
7968,JOURNAL OF POLITICAL ECONOMY,24,1964,8,1,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,476
7969,JOURNAL OF POLITICAL ECONOMY,47,1964,24,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,453
7970,JOURNAL OF POLITICAL ECONOMY,18,1964,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,482
7971,JOURNAL OF POLITICAL ECONOMY,7,1964,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,493
7972,JOURNAL OF POLITICAL ECONOMY,2,1964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
7973,JOURNAL OF POLITICAL ECONOMY,9,1964,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,491
7974,JOURNAL OF POLITICAL ECONOMY,7,1964,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
7975,JOURNAL OF POLITICAL ECONOMY,4,1964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496
7976,JOURNAL OF POLITICAL ECONOMY,5,1964,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495
7977,JOURNAL OF POLITICAL ECONOMY,5,1964,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495
7978,JOURNAL OF POLITICAL ECONOMY,6,1964,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
7979,JOURNAL OF POLITICAL ECONOMY,10,1964,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,490
